age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,capital_gain_log,capital_loss_log
42,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,20,united-states,>50k,0.0,0.0
42,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,40,united-states,>50k,0.0,0.0
36,private,11th,7,divorced,other-service,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
32,private,some-college,10,divorced,exec-managerial,not-in-family,white,female,50,united-states,>50k,0.0,0.0
37,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
28,private,bachelors,13,never-married,sales,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
37,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
50,private,hs-grad,9,separated,prof-specialty,unmarried,other,female,60,puerto-rico,<=50k,0.0,0.0
49,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
40,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
40,private,some-college,10,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0.0,0.0
49,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
35,federal-gov,masters,14,never-married,exec-managerial,not-in-family,white,male,40,united-states,>50k,9.06126014896203,0.0
33,local-gov,hs-grad,9,divorced,protective-serv,unmarried,white,male,40,united-states,<=50k,0.0,0.0
24,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
41,private,masters,14,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
43,private,some-college,10,married-civ-spouse,tech-support,husband,black,male,40,jamaica,>50k,0.0,0.0
36,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,60,united-states,>50k,0.0,7.551186867296149
84,self-emp-not-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,20,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,sales,own-child,white,male,40,united-states,<=50k,0.0,0.0
41,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0.0,0.0
55,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k,0.0,7.589841512182657
30,self-emp-not-inc,some-college,10,never-married,craft-repair,not-in-family,white,male,45,united-states,<=50k,0.0,0.0
46,private,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,40,india,<=50k,0.0,0.0
55,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,7.551186867296149
34,private,some-college,10,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
54,self-emp-not-inc,masters,14,divorced,sales,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
27,private,some-college,10,never-married,adm-clerical,own-child,black,male,40,united-states,<=50k,0.0,0.0
52,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,>50k,0.0,0.0
36,private,some-college,10,married-civ-spouse,adm-clerical,wife,black,female,40,united-states,>50k,11.512925464970229,0.0
25,self-emp-not-inc,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
52,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k,0.0,0.0
24,private,hs-grad,9,divorced,exec-managerial,not-in-family,amer-indian-eskimo,female,50,united-states,<=50k,0.0,0.0
36,private,hs-grad,9,never-married,adm-clerical,not-in-family,black,female,40,united-states,<=50k,0.0,0.0
31,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k,0.0,0.0
90,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,<=50k,9.265491216441031,0.0
67,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,9.906084178383393,0.0
22,self-emp-inc,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,7.855932199718614,0.0
47,private,some-college,10,divorced,adm-clerical,not-in-family,white,female,35,united-states,<=50k,0.0,0.0
32,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k,0.0,7.543273346705446
55,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,<=50k,0.0,0.0
32,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,female,35,united-states,<=50k,0.0,0.0
48,private,some-college,10,separated,adm-clerical,other-relative,black,female,40,united-states,<=50k,0.0,0.0
21,private,hs-grad,9,married-civ-spouse,sales,husband,other,male,35,united-states,<=50k,0.0,0.0
33,private,assoc-acdm,12,married-spouse-absent,prof-specialty,own-child,white,female,40,united-states,<=50k,0.0,0.0
47,private,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,other-service,own-child,white,female,24,united-states,<=50k,0.0,0.0
44,self-emp-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,60,united-states,>50k,0.0,0.0
23,private,some-college,10,never-married,craft-repair,own-child,white,male,37,mexico,<=50k,0.0,0.0
18,private,10th,6,never-married,sales,own-child,white,female,35,united-states,<=50k,0.0,0.0
56,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,<=50k,0.0,0.0
24,private,bachelors,13,never-married,adm-clerical,own-child,white,male,35,united-states,<=50k,0.0,0.0
43,private,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
23,private,bachelors,13,never-married,sales,own-child,white,female,60,united-states,<=50k,0.0,0.0
26,private,some-college,10,never-married,sales,own-child,white,male,42,united-states,<=50k,0.0,0.0
42,private,hs-grad,9,widowed,sales,unmarried,white,male,40,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
53,self-emp-not-inc,10th,6,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
51,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k,8.386400901166214,0.0
40,private,hs-grad,9,never-married,other-service,own-child,white,male,25,united-states,<=50k,0.0,0.0
27,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,50,united-states,<=50k,0.0,0.0
24,local-gov,some-college,10,separated,protective-serv,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
42,private,hs-grad,9,divorced,craft-repair,other-relative,white,female,40,united-states,<=50k,0.0,0.0
41,private,hs-grad,9,separated,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
23,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,10,united-states,<=50k,0.0,0.0
42,self-emp-not-inc,masters,14,married-civ-spouse,prof-specialty,husband,white,male,65,united-states,<=50k,0.0,0.0
38,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
63,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,30,united-states,<=50k,0.0,0.0
31,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
18,self-emp-not-inc,11th,7,never-married,other-service,own-child,white,female,4,united-states,<=50k,0.0,0.0
21,private,some-college,10,never-married,other-service,own-child,white,male,30,united-states,<=50k,0.0,0.0
24,private,bachelors,13,married-civ-spouse,prof-specialty,other-relative,asian-pac-islander,female,40,philippines,<=50k,0.0,0.0
55,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
20,private,9th,5,never-married,adm-clerical,unmarried,black,female,20,united-states,<=50k,4.74493212836325,0.0
31,private,some-college,10,divorced,sales,own-child,white,female,30,united-states,<=50k,0.0,0.0
23,private,some-college,10,never-married,adm-clerical,own-child,white,female,20,united-states,<=50k,0.0,0.0
35,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,mexico,<=50k,0.0,0.0
51,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,60,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,protective-serv,own-child,white,female,30,united-states,<=50k,0.0,0.0
38,local-gov,hs-grad,9,divorced,protective-serv,not-in-family,white,male,56,united-states,<=50k,0.0,0.0
52,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,7.62657020629066
70,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,25,united-states,<=50k,0.0,0.0
53,private,10th,6,divorced,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
59,private,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
39,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,43,united-states,<=50k,0.0,0.0
18,private,12th,8,never-married,sales,own-child,white,female,20,united-states,<=50k,0.0,0.0
24,private,some-college,10,divorced,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
25,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,38,united-states,<=50k,0.0,0.0
32,private,some-college,10,never-married,exec-managerial,not-in-family,black,male,40,jamaica,<=50k,0.0,0.0
34,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,60,united-states,>50k,0.0,7.551186867296149
35,private,hs-grad,9,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
50,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,45,united-states,>50k,8.895492631451633,0.0
18,private,hs-grad,9,never-married,sales,own-child,white,male,20,united-states,<=50k,0.0,0.0
37,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,42,united-states,<=50k,0.0,0.0
30,private,some-college,10,never-married,other-service,unmarried,white,female,36,united-states,<=50k,0.0,0.0
40,self-emp-inc,masters,14,married-civ-spouse,exec-managerial,wife,white,female,30,iran,>50k,9.617470759403409,0.0
22,private,hs-grad,9,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
50,local-gov,some-college,10,separated,other-service,unmarried,black,female,28,united-states,<=50k,0.0,0.0
70,private,hs-grad,9,divorced,other-service,not-in-family,white,female,23,united-states,<=50k,0.0,0.0
43,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
77,self-emp-not-inc,some-college,10,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
30,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
33,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,39,united-states,<=50k,0.0,0.0
51,private,some-college,10,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0.0,7.551186867296149
58,state-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0.0,7.589841512182657
22,private,some-college,10,never-married,adm-clerical,own-child,white,male,12,united-states,<=50k,0.0,0.0
33,private,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k,0.0,0.0
27,private,11th,7,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
35,private,some-college,10,never-married,exec-managerial,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
32,private,some-college,10,divorced,sales,not-in-family,white,female,55,united-states,<=50k,0.0,0.0
41,private,bachelors,13,married-civ-spouse,tech-support,wife,white,female,25,united-states,>50k,0.0,0.0
37,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
17,private,11th,7,never-married,sales,own-child,white,male,15,united-states,<=50k,0.0,0.0
50,private,bachelors,13,divorced,exec-managerial,not-in-family,white,male,55,united-states,>50k,0.0,0.0
54,state-gov,hs-grad,9,separated,exec-managerial,unmarried,white,female,38,united-states,<=50k,0.0,0.0
23,state-gov,hs-grad,9,never-married,other-service,own-child,black,male,40,united-states,<=50k,0.0,0.0
40,private,bachelors,13,divorced,adm-clerical,unmarried,white,female,20,united-states,<=50k,0.0,0.0
29,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,germany,<=50k,8.519989278718239,0.0
30,private,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,sales,own-child,asian-pac-islander,male,8,india,<=50k,0.0,0.0
43,self-emp-not-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,<=50k,0.0,0.0
25,private,some-college,10,never-married,tech-support,own-child,white,male,25,united-states,<=50k,0.0,0.0
39,private,masters,14,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0.0,0.0
48,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0.0,0.0
41,self-emp-not-inc,hs-grad,9,divorced,other-service,unmarried,white,female,40,united-states,<=50k,0.0,0.0
24,private,bachelors,13,never-married,adm-clerical,not-in-family,white,male,30,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,adm-clerical,own-child,white,male,40,yugoslavia,<=50k,0.0,0.0
25,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
57,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
39,private,some-college,10,married-civ-spouse,exec-managerial,wife,white,female,35,puerto-rico,>50k,0.0,0.0
66,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
34,private,some-college,10,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
36,private,bachelors,13,divorced,prof-specialty,not-in-family,white,male,40,united-states,>50k,9.552865680310473,0.0
46,private,hs-grad,9,married-civ-spouse,sales,wife,white,female,40,united-states,<=50k,0.0,0.0
42,local-gov,masters,14,divorced,prof-specialty,unmarried,white,female,45,united-states,<=50k,0.0,0.0
46,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,70,canada,>50k,0.0,7.551186867296149
34,local-gov,hs-grad,9,never-married,protective-serv,own-child,white,male,40,united-states,<=50k,0.0,0.0
43,private,some-college,10,married-civ-spouse,tech-support,wife,black,female,40,united-states,<=50k,0.0,0.0
42,private,some-college,10,divorced,exec-managerial,own-child,white,female,40,united-states,<=50k,0.0,0.0
31,private,bachelors,13,never-married,sales,not-in-family,white,male,48,united-states,<=50k,0.0,0.0
32,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0.0,0.0
46,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,40,germany,>50k,0.0,0.0
42,self-emp-inc,7th-8th,4,divorced,craft-repair,unmarried,white,male,25,united-states,<=50k,0.0,0.0
21,private,assoc-voc,11,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0.0,0.0
24,private,bachelors,13,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,sales,other-relative,white,male,55,united-states,<=50k,0.0,0.0
50,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,8.895492631451633,0.0
37,private,some-college,10,divorced,adm-clerical,unmarried,white,female,45,united-states,<=50k,0.0,0.0
44,federal-gov,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
29,private,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k,0.0,0.0
30,private,assoc-voc,11,married-civ-spouse,adm-clerical,wife,white,female,24,united-states,<=50k,0.0,0.0
36,private,some-college,10,married-civ-spouse,sales,husband,white,male,44,united-states,<=50k,0.0,0.0
49,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,male,45,united-states,<=50k,0.0,0.0
29,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
45,local-gov,hs-grad,9,never-married,adm-clerical,not-in-family,black,female,40,united-states,<=50k,0.0,0.0
75,state-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,black,male,20,united-states,>50k,0.0,0.0
37,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
51,private,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,25,united-states,<=50k,0.0,0.0
61,local-gov,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,48,united-states,<=50k,0.0,0.0
50,local-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,black,male,40,united-states,<=50k,0.0,0.0
59,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
25,private,hs-grad,9,never-married,adm-clerical,unmarried,white,female,30,united-states,<=50k,0.0,0.0
22,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,16,united-states,<=50k,0.0,0.0
56,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,united-states,>50k,0.0,0.0
44,private,bachelors,13,never-married,adm-clerical,unmarried,black,female,40,united-states,<=50k,0.0,0.0
35,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0.0,0.0
57,private,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
47,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,>50k,9.617470759403409,0.0
27,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
50,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,20,united-states,<=50k,0.0,7.62657020629066
46,private,11th,7,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k,0.0,0.0
48,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,0.0,0.0
61,private,bachelors,13,divorced,adm-clerical,not-in-family,white,male,40,united-states,>50k,0.0,0.0
33,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,87,united-states,<=50k,0.0,0.0
40,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,40,united-states,<=50k,0.0,0.0
58,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,65,united-states,>50k,0.0,0.0
46,self-emp-inc,masters,14,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0.0,7.780303087908373
35,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
51,self-emp-inc,some-college,10,divorced,exec-managerial,unmarried,white,female,50,united-states,<=50k,0.0,0.0
37,private,12th,8,never-married,other-service,own-child,white,female,40,united-states,<=50k,0.0,0.0
64,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,60,china,<=50k,0.0,7.629489916393995
41,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,54,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,handlers-cleaners,own-child,white,male,30,united-states,<=50k,6.38856140554563,0.0
44,self-emp-not-inc,11th,7,married-civ-spouse,farming-fishing,husband,white,male,88,united-states,<=50k,0.0,0.0
41,state-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,amer-indian-eskimo,female,48,united-states,>50k,0.0,0.0
33,state-gov,some-college,10,separated,prof-specialty,not-in-family,white,male,40,united-states,>50k,9.261128538808288,0.0
37,private,9th,5,separated,priv-house-serv,unmarried,white,female,16,mexico,<=50k,0.0,0.0
34,private,some-college,10,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k,0.0,0.0
38,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0.0,0.0
28,private,assoc-voc,11,never-married,other-service,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
20,self-emp-not-inc,hs-grad,9,never-married,transport-moving,own-child,white,male,45,united-states,<=50k,0.0,0.0
22,federal-gov,bachelors,13,never-married,tech-support,own-child,white,male,8,united-states,<=50k,0.0,0.0
55,private,bachelors,13,divorced,adm-clerical,unmarried,white,female,73,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,prof-specialty,not-in-family,white,male,35,united-states,<=50k,0.0,0.0
26,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
20,self-emp-inc,hs-grad,9,never-married,farming-fishing,own-child,white,male,70,united-states,<=50k,0.0,0.0
40,private,9th,5,divorced,other-service,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
33,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,50,united-states,>50k,0.0,0.0
24,private,hs-grad,9,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
25,private,some-college,10,never-married,exec-managerial,own-child,white,male,46,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,other-service,own-child,white,male,8,united-states,<=50k,0.0,0.0
49,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,60,united-states,<=50k,0.0,0.0
17,private,12th,8,never-married,handlers-cleaners,own-child,white,male,17,united-states,<=50k,0.0,0.0
34,self-emp-not-inc,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k,0.0,0.0
37,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>50k,0.0,0.0
49,federal-gov,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
74,private,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,40,united-states,>50k,9.669788487282402,0.0
37,private,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
20,private,11th,7,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k,0.0,7.3613754289773485
40,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,35,united-states,>50k,0.0,0.0
34,private,bachelors,13,never-married,sales,not-in-family,white,male,40,united-states,>50k,10.233833921427351,0.0
30,private,prof-school,15,married-civ-spouse,prof-specialty,husband,black,male,40,haiti,<=50k,0.0,7.462214939768189
44,private,hs-grad,9,separated,adm-clerical,not-in-family,white,female,40,puerto-rico,<=50k,0.0,0.0
40,private,10th,6,married-civ-spouse,other-service,wife,black,female,32,united-states,<=50k,0.0,0.0
58,private,hs-grad,9,married-civ-spouse,sales,wife,white,female,40,greece,<=50k,0.0,0.0
44,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
42,private,some-college,10,married-civ-spouse,sales,husband,white,male,25,united-states,>50k,0.0,0.0
39,private,hs-grad,9,never-married,other-service,not-in-family,white,male,18,united-states,<=50k,0.0,0.0
19,private,hs-grad,9,never-married,other-service,own-child,black,male,40,united-states,<=50k,0.0,0.0
41,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,70,united-states,>50k,9.617470759403409,0.0
29,state-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
34,federal-gov,some-college,10,never-married,craft-repair,other-relative,white,male,40,united-states,<=50k,0.0,0.0
27,private,preschool,1,married-civ-spouse,farming-fishing,other-relative,white,male,24,mexico,<=50k,10.62888408731157,0.0
54,private,some-college,10,divorced,craft-repair,unmarried,white,female,48,united-states,<=50k,0.0,0.0
40,private,hs-grad,9,widowed,machine-op-inspct,unmarried,black,female,37,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,sales,other-relative,white,female,25,united-states,<=50k,0.0,0.0
17,private,11th,7,never-married,other-service,own-child,white,male,10,united-states,<=50k,6.38856140554563,0.0
33,private,some-college,10,married-civ-spouse,sales,husband,white,male,52,united-states,<=50k,0.0,0.0
80,private,7th-8th,4,widowed,other-service,not-in-family,white,female,24,united-states,<=50k,0.0,0.0
24,self-emp-not-inc,hs-grad,9,never-married,craft-repair,own-child,white,male,50,united-states,<=50k,0.0,0.0
28,private,bachelors,13,never-married,prof-specialty,own-child,white,male,40,united-states,<=50k,0.0,0.0
55,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,30,united-states,>50k,0.0,0.0
21,private,some-college,10,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0.0,0.0
51,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,38,united-states,<=50k,0.0,0.0
19,private,hs-grad,9,never-married,machine-op-inspct,own-child,black,female,40,united-states,<=50k,0.0,0.0
42,private,hs-grad,9,never-married,other-service,not-in-family,white,female,24,united-states,<=50k,0.0,0.0
60,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,48,united-states,<=50k,0.0,0.0
51,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
21,private,some-college,10,never-married,other-service,own-child,white,female,40,united-states,<=50k,0.0,0.0
37,state-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
26,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,52,united-states,<=50k,0.0,0.0
42,federal-gov,masters,14,never-married,exec-managerial,not-in-family,white,female,60,united-states,>50k,9.552865680310473,0.0
40,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k,0.0,0.0
55,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
33,private,hs-grad,9,never-married,other-service,not-in-family,black,male,32,united-states,<=50k,0.0,0.0
62,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,60,united-states,>50k,0.0,7.589841512182657
47,private,10th,6,divorced,sales,unmarried,white,female,30,united-states,<=50k,0.0,0.0
26,private,12th,8,never-married,sales,other-relative,black,male,51,united-states,<=50k,0.0,0.0
59,private,hs-grad,9,married-spouse-absent,adm-clerical,unmarried,white,female,20,puerto-rico,<=50k,0.0,0.0
70,local-gov,some-college,10,widowed,adm-clerical,not-in-family,white,female,17,united-states,<=50k,0.0,0.0
26,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,20,united-states,<=50k,0.0,0.0
47,private,10th,6,married-civ-spouse,sales,husband,white,male,65,united-states,<=50k,0.0,0.0
25,private,masters,14,never-married,exec-managerial,not-in-family,white,female,43,united-states,<=50k,0.0,0.0
52,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,9.617470759403409,0.0
46,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
67,private,10th,6,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,20,united-states,<=50k,0.0,0.0
34,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0.0,0.0
53,state-gov,some-college,10,divorced,adm-clerical,other-relative,white,female,40,united-states,<=50k,8.444837529224097,0.0
22,private,bachelors,13,never-married,adm-clerical,not-in-family,white,female,35,united-states,<=50k,0.0,0.0
39,local-gov,hs-grad,9,divorced,adm-clerical,own-child,white,male,42,united-states,<=50k,0.0,0.0
54,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,35,united-states,<=50k,0.0,0.0
24,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
37,private,hs-grad,9,separated,prof-specialty,unmarried,white,female,38,united-states,<=50k,0.0,0.0
38,private,10th,6,never-married,prof-specialty,not-in-family,white,male,90,united-states,>50k,0.0,7.847762537473608
41,local-gov,masters,14,never-married,prof-specialty,not-in-family,black,female,40,united-states,<=50k,0.0,0.0
